t,mag
787.541,0.963
787.561,0.896
787.581,0.886
787.601,1.037
787.621,1.187
787.641,1.079
787.661,1.115
787.681,1.005
787.701,1.137
787.721,1.077
787.741,1.011
787.761,0.926
787.781,0.953
787.801,0.969
787.821,1.012
787.841,1.040
787.861,1.099
787.881,1.007
787.901,0.893
787.921,0.829
787.941,0.945
787.961,1.143
787.981,0.965
788.001,0.991
788.021,1.062
788.041,1.125
788.061,1.159
788.081,1.031
788.101,0.819
788.121,0.699
788.141,0.916
788.161,1.017
788.181,1.076
788.201,1.044
788.221,0.965
788.241,0.993
788.261,0.982
788.281,1.112
788.301,1.169
788.321,1.076
788.341,1.032
788.361,1.088
788.381,1.077
788.401,1.023
788.421,1.016
788.441,1.041
788.461,0.930
788.481,0.884
788.501,1.560
788.521,1.336
788.541,0.935
788.561,0.829
788.581,0.837
788.601,0.986
788.621,0.984
788.641,0.880
788.661,0.850
788.681,0.917
788.701,1.022
788.721,0.742
788.741,1.584
788.761,0.692
788.781,1.273
788.801,0.940
788.821,0.924
788.841,0.782
788.861,0.761
788.881,1.217
788.901,1.205
788.921,1.217
788.941,1.186
788.961,0.972
788.981,0.937
789.001,0.961
789.021,0.999
789.041,1.084
789.061,1.094
789.081,1.045
789.101,1.099
789.121,1.058
789.141,1.034
789.161,1.114
789.181,1.146
789.201,1.135
789.221,1.040
789.241,1.424
789.261,0.980
789.281,0.980
789.301,0.953
789.321,0.941
789.341,0.982
789.361,0.965
789.381,1.056
789.401,1.018
789.421,1.033
789.441,1.054
789.461,1.067
789.481,1.083
789.501,1.059
789.521,1.056
789.541,1.061
789.561,1.016
789.581,1.011
789.601,1.001
789.621,0.978
789.641,0.948
789.661,0.928
789.681,0.919
789.701,0.926
789.721,0.983
789.741,0.998
789.761,1.006
789.781,0.999
789.801,1.038
789.821,1.059
789.841,1.045
789.861,1.055
789.881,1.069
789.901,1.072
789.921,1.057
789.941,1.049
789.961,1.061
789.981,1.029
790.001,0.996
790.021,0.983
790.041,0.980
790.061,0.959
790.081,0.948
790.101,0.943
790.121,0.932
790.141,0.914
790.161,0.885
790.181,0.933
790.201,0.870
790.221,1.113
790.241,1.186
790.261,0.978
790.281,1.238
790.301,0.965
790.321,1.028
790.341,0.994
790.361,1.066
790.381,1.033
790.401,1.018
790.421,0.969
790.441,0.917
790.461,0.985
790.481,1.010
790.501,1.026
790.521,0.967
790.541,0.870
790.561,0.816
790.581,0.860
790.601,0.934
790.621,0.966
790.641,0.934
790.661,0.947
790.681,0.975
790.701,1.005
790.721,1.000
790.741,0.983
790.761,0.968
790.781,1.043
790.801,1.091
790.821,1.043
790.841,1.056
790.861,1.059
790.881,1.033
790.901,1.201
790.921,1.073
790.941,1.045
790.961,1.265
790.981,1.183
791.001,1.052
791.021,1.024
791.041,1.006
791.061,0.957
791.081,0.969
791.101,0.989
791.121,1.098
791.141,1.010
791.161,1.146
791.181,1.274
791.201,1.078
791.221,1.204
791.241,1.079
791.261,1.068
791.281,1.013
791.301,1.017
791.321,1.030
791.341,1.031
791.361,1.003
791.381,0.973
791.401,0.980
791.421,0.989
791.441,1.008
791.461,1.006
791.481,0.996
791.501,1.008
791.521,0.986
791.541,1.080
791.561,0.985
791.581,0.960
791.601,0.952
791.621,0.988
791.641,1.012
791.661,0.997
791.681,0.913
791.701,1.032
791.721,1.015
791.741,0.970
791.761,1.058
791.781,1.109
791.801,1.046
791.821,0.984
791.841,0.940
791.861,0.936
791.881,0.950
791.901,0.998
791.921,1.021
791.941,0.986
791.961,1.041
791.981,1.142
792.001,1.095
792.021,0.963
792.041,0.987
792.061,1.018
792.081,1.077
792.101,1.037
792.121,1.016
792.141,1.028
792.161,0.968
792.181,1.017
792.201,0.954
792.221,0.935
792.241,0.980
792.261,1.050
792.281,1.057
792.301,1.082
792.321,1.005
792.341,0.960
792.361,0.959
792.381,0.975
792.401,0.996
792.421,0.980
792.441,0.998
792.461,0.935
792.481,0.928
792.501,0.988
792.521,0.991
792.541,1.107
792.561,1.064
792.581,0.979
792.601,0.993
792.621,0.986
792.641,1.022
792.661,1.066
792.681,1.060
792.701,1.014
792.721,0.952
792.741,1.003
792.761,1.030
792.781,1.010
792.801,0.972
792.821,0.952
792.841,0.978
792.861,0.996
792.881,0.994
792.901,0.992
792.921,0.950
792.941,1.024
792.961,1.174
792.981,1.077
793.001,1.021
793.021,0.757
793.041,1.109
793.061,0.955
793.081,0.815
793.101,1.166
793.121,1.006
793.141,0.988
793.161,0.995
793.181,0.998
793.201,1.060
793.221,1.090
793.241,1.052
793.261,1.000
793.281,0.928
793.301,0.999
793.321,1.036
793.341,1.028
793.361,0.985
793.381,0.970
793.401,0.895
793.421,0.965
793.441,1.008
793.461,1.031
793.481,1.219
793.501,0.978
793.521,0.993
793.541,1.006
793.561,0.965
793.581,0.971
793.601,1.019
793.621,1.096
793.641,1.019
793.661,0.912
793.681,0.955
793.701,0.960
793.721,0.990
793.741,1.024
793.761,1.064
793.781,1.072
793.801,1.000
793.821,1.057
793.841,1.049
793.861,0.918
793.881,0.875
793.901,0.959
793.921,0.983
793.941,1.094
793.961,1.162
793.981,1.139
794.001,1.210
794.021,1.171
794.041,1.061
794.061,0.923
794.081,1.698
794.101,0.545
794.121,1.112
794.141,0.979
794.161,1.297
794.181,1.092
794.201,1.004
794.221,0.973
794.241,0.938
794.261,0.817
794.281,0.878
794.301,0.952
794.321,1.008
794.341,1.037
794.361,1.017
794.381,1.004
794.401,1.006
794.421,0.990
794.441,0.944
794.461,0.903
794.481,0.965
794.501,0.940
794.521,0.908
794.541,0.907
794.561,0.931
794.581,0.984
794.601,0.966
794.621,0.922
794.641,0.955
794.661,1.132
794.681,1.111
794.701,1.036
794.721,1.005
794.741,1.040
794.761,0.989
794.781,1.006
794.801,1.087
794.821,1.064
794.841,1.074
794.861,1.077
794.881,1.092
794.901,1.078
794.921,1.021
794.941,1.008
794.961,1.023
794.981,0.983
795.001,0.985
795.021,0.956
795.041,0.958
795.061,0.965
795.081,0.977
795.101,1.001
795.121,0.986
795.141,1.042
795.161,1.052
795.181,1.020
795.201,1.039
795.221,0.994
795.241,0.987
795.261,0.998
795.281,0.992
795.301,1.020
795.321,1.032
795.341,1.021
795.361,1.010
795.381,0.993
795.401,0.970
795.421,0.942
795.441,0.950
795.461,0.951
795.481,0.978
795.501,0.990
795.521,1.017
795.541,1.003
795.561,1.006
795.581,1.021
795.601,1.026
795.621,1.031
795.641,1.031
795.661,0.997
795.681,0.985
795.701,0.976
795.721,0.981
795.741,0.993
795.761,0.985
795.781,0.974
795.801,0.985
795.821,0.989
795.841,0.973
795.861,1.012
795.881,1.004
795.901,1.038
795.921,1.031
795.941,1.033
795.961,1.019
795.981,1.017
796.001,0.987
796.021,0.991
796.041,1.051
796.061,1.019
796.081,1.003
796.101,1.011
796.121,1.016
796.141,0.969
796.161,0.969
796.181,0.975
796.201,0.963
796.221,0.987
796.241,0.978
796.261,0.966
796.281,0.949
796.301,0.961
796.321,0.993
796.341,1.034
796.361,1.046
796.381,1.062
796.401,1.057
796.421,1.025
796.441,1.054
796.461,1.057
796.481,1.014
796.501,0.997
796.521,0.982
796.541,1.001
796.561,0.993
796.581,1.021
796.601,1.020
796.621,1.020
796.641,1.076
796.661,0.979
796.681,1.007
796.701,1.092
796.721,1.033
796.741,1.010
796.761,1.124
796.781,1.399
796.801,1.396
796.821,1.276
796.841,1.019
796.861,0.786
796.881,0.719
796.901,0.770
796.921,0.868
796.941,0.976
796.961,0.950
796.981,1.009
797.001,0.965
797.021,0.860
797.041,0.902
797.061,1.067
797.081,1.038
797.101,1.028
797.121,0.897
797.141,0.992
797.161,0.995
797.181,1.035
797.201,1.019
797.221,1.145
797.241,1.137
797.261,0.963
797.281,0.953
797.301,0.996
797.321,0.972
797.341,1.079
797.361,1.128
797.381,1.085
797.401,1.012
797.421,1.022
797.441,0.980
797.461,0.948
797.481,0.943
797.501,0.980
797.521,1.041
797.541,1.045
797.561,1.005
797.581,1.014
797.601,0.985
797.621,1.022
797.641,1.013
797.661,1.022
797.681,1.078
797.701,1.014
797.721,1.002
797.741,1.017
797.761,1.042
797.781,1.001
797.801,1.020
797.821,1.027
797.841,1.032
797.861,1.037
797.881,1.010
797.901,1.011
797.921,1.043
797.941,0.993
797.961,1.002
797.981,0.999
798.001,1.007
798.021,1.034
798.041,1.007
798.061,0.987
798.081,0.987
798.101,1.023
798.121,0.975
798.141,1.030
798.161,1.025
798.181,1.029
798.201,1.011
798.221,1.025
798.241,1.027
798.261,1.043
798.281,1.024
798.301,1.011
798.321,1.007
798.341,1.009
798.361,0.999
798.381,1.011
798.401,1.015
798.421,1.021
798.441,0.997
798.461,0.997
798.481,0.999
798.501,1.003
798.521,1.009
798.541,1.004
798.561,1.003
798.581,1.015
798.601,1.021
798.621,1.038
798.641,1.025
798.661,1.006
798.681,0.997
798.701,0.992
798.721,1.005
798.741,1.020
798.761,1.006
798.781,1.019
798.801,1.024
798.821,1.028
798.841,1.010
798.861,1.017
798.881,1.014
798.901,1.030
798.921,1.029
798.941,1.040
798.961,1.033
798.981,1.003
799.001,1.004
799.021,0.989
799.041,0.984
799.061,1.002
799.081,1.017
799.101,1.015
799.121,1.015
799.141,1.019
799.161,1.016
799.181,1.029
799.201,1.017
799.221,1.010
799.241,0.986
799.261,1.008
799.281,1.007
799.301,1.005
799.321,1.004
799.341,1.016
799.361,1.001
799.381,1.066
799.401,1.040
799.421,1.010
799.441,1.015
799.461,1.016
799.481,1.005
799.501,0.995
799.521,0.989
799.541,1.028
799.561,1.015
799.581,1.010
799.601,1.009
799.621,1.016
799.641,1.009
799.661,1.022
799.681,1.024
799.701,1.010
799.721,1.013
799.741,1.009
799.761,1.013
799.781,0.985
799.801,1.074
799.821,0.954
799.841,0.994
799.861,1.010
799.881,0.973
799.901,0.997
799.921,1.009
799.941,1.008
799.961,1.015
799.981,1.047
800.001,1.088
800.021,1.001
800.041,1.014
800.061,1.002
800.081,1.020
800.101,0.996
800.121,1.025
800.141,0.990
800.161,0.990
800.181,1.014
800.201,1.026
800.221,0.998
800.241,1.002
800.261,1.033
800.281,1.032
800.301,1.016
800.321,0.998
800.341,1.008
800.361,1.007
800.381,1.017
800.401,1.014
800.421,1.008
800.441,1.006
800.461,1.010
800.481,1.009
800.501,1.020
800.521,1.010
800.541,1.007
800.561,1.011
800.581,1.015
800.601,1.018
800.621,1.014
800.641,1.020
800.661,1.015
800.681,1.011
800.701,1.015
800.721,1.023
800.741,0.999
800.761,1.004
800.781,1.009
800.801,1.010
800.821,0.995
800.841,1.008
800.861,1.007
800.881,1.012
800.901,1.028
800.921,1.021
800.941,1.007
800.961,0.999
800.981,1.009
801.001,1.015
801.021,1.016
801.041,1.014
801.061,1.016
801.081,1.029
801.101,1.033
801.121,1.024
801.141,1.008
801.161,1.010
801.181,1.011
801.201,1.012
801.221,1.015
801.241,1.006
801.261,1.006
801.281,1.006
801.301,1.007
801.321,1.015
801.341,1.016
801.361,1.024
801.381,1.010
801.401,1.007
801.421,1.013
801.441,1.015
801.461,1.022
801.481,1.018
801.501,1.016
801.521,1.011
801.541,1.009
801.561,1.000
801.581,1.010
801.601,1.021
801.621,1.011
801.641,1.014
801.661,1.009
801.681,1.007
801.701,1.006
801.721,1.006
801.741,1.002
801.761,1.015
801.781,1.019
801.801,1.029
801.821,1.021
801.841,1.015
801.861,1.017
801.881,1.012
801.901,1.009
801.921,1.022
801.941,1.013
801.961,1.014
801.981,1.006
802.001,1.006
802.021,1.005
802.041,1.010
802.061,1.020
802.081,1.023
802.101,1.024
802.121,1.018
802.141,1.015
802.161,1.007
802.181,1.001
802.201,1.014
802.221,1.018
802.241,1.013
802.261,1.013
802.281,1.020
802.301,1.017
802.321,1.012
802.341,1.013
802.361,1.015
802.381,1.012
802.401,1.021
802.421,1.009
802.441,1.017
802.461,1.007
802.481,1.014
802.501,1.008
802.521,1.009
802.541,1.018
802.561,1.015
802.581,1.015
802.601,0.998
802.621,1.007
802.641,1.002
802.661,1.014
802.681,1.015
802.701,1.014
802.721,1.015
802.741,1.017
802.761,1.008
802.781,1.009
802.801,1.000
802.821,1.013
802.841,1.015
802.861,1.018
802.881,1.008
802.901,1.022
802.921,1.023
802.941,1.022
802.961,1.015
802.981,1.007
803.001,1.018
803.021,1.016
803.041,0.998
803.061,1.011
803.081,1.018
803.101,1.010
803.121,1.008
803.141,0.997
803.161,1.011
803.181,1.013
803.201,1.022
803.221,1.019
803.241,1.010
803.261,1.038
803.281,0.990
803.301,1.016
803.321,1.014
803.341,1.013
803.361,1.014
803.381,1.010
803.401,1.027
803.421,1.059
803.441,1.017
803.461,1.029
803.481,1.035
803.501,1.035
803.521,1.035
803.541,0.993
803.561,0.969
803.581,1.000
803.601,1.016
803.621,1.013
803.641,1.022
803.661,0.982
803.681,0.978
803.701,1.022
803.721,1.021
803.741,1.011
803.761,0.998
803.781,1.005
803.801,1.032
803.821,1.011
803.841,1.011
803.861,0.999
803.881,1.027
803.901,1.058
803.921,1.055
803.941,1.005
803.961,0.976
803.981,0.993
804.001,0.996
804.021,1.004
804.041,1.047
804.061,0.994
804.081,1.019
804.101,0.984
804.121,1.031
804.141,1.002
804.161,1.002
804.181,1.000
804.201,1.004
804.221,1.014
804.241,1.009
804.261,0.997
804.281,1.009
804.301,1.004
804.321,1.015
804.341,1.006
804.361,1.017
804.381,1.010
804.401,1.021
804.421,1.013
804.441,1.019
804.461,1.012
804.481,0.983
804.501,1.012
804.521,0.994
804.541,1.024
804.561,1.008
804.581,1.007
804.601,1.042
804.621,1.062
804.641,1.038
804.661,1.018
804.681,1.009
804.701,1.028
804.721,1.016
804.741,1.017
804.761,1.013
804.781,0.990
804.801,0.979
804.821,0.965
804.841,0.967
804.861,0.965
804.881,0.983
804.901,1.006
804.921,1.047
804.941,1.015
804.961,1.020
804.981,1.024
805.001,1.032
805.021,1.034
805.041,1.029
805.061,1.024
805.081,1.031
805.101,1.029
805.121,1.011
805.141,1.018
805.161,0.980
805.181,1.003
805.201,0.990
805.221,0.988
805.241,0.990
805.261,0.991
805.281,1.006
805.301,1.024
805.321,1.040
805.341,1.042
805.361,1.015
805.381,1.029
805.401,1.023
805.421,1.011
805.441,0.989
805.461,1.012
805.481,0.988
805.501,1.013
805.521,1.003
805.541,1.021
805.561,1.000
805.581,1.005
805.601,1.022
805.621,1.035
805.641,1.000
805.661,1.006
805.681,1.001
805.701,1.020
805.721,1.008
805.741,1.009
805.761,1.017
805.781,1.037
805.801,1.019
805.821,1.016
805.841,1.017
805.861,1.015
805.881,1.015
805.901,1.026
805.921,1.064
805.941,1.096
805.961,0.984
805.981,0.895
806.001,1.039
806.021,1.027
806.041,1.009
806.061,1.057
806.081,1.000
806.101,1.004
806.121,1.045
806.141,1.073
806.161,0.998
806.181,0.974
806.201,0.958
806.221,0.965
806.241,0.979
806.261,0.993
806.281,1.014
806.301,1.013
806.321,0.982
806.341,1.007
806.361,0.996
806.381,1.014
806.401,1.031
806.421,1.015
806.441,1.013
806.461,1.027
806.481,1.025
806.501,1.033
806.521,1.041
806.541,1.064
806.561,1.054
806.581,1.023
806.601,1.017
806.621,1.021
806.641,1.003
806.661,1.001
806.681,1.030
806.701,1.052
806.721,1.074
806.741,1.079
806.761,1.096
806.781,1.070
806.801,1.035
806.821,1.016
806.841,0.999
806.861,0.997
806.881,0.998
806.901,0.987
806.921,0.986
806.941,0.964
806.961,0.945
806.981,0.918
807.001,0.895
807.021,0.891
807.041,0.894
807.061,0.883
807.081,0.907
807.101,0.934
807.121,0.956
807.141,0.975
807.161,0.993
807.181,1.009
807.201,1.026
807.221,1.049
807.241,1.064
807.261,1.076
807.281,1.083
807.301,1.093
807.321,1.075
807.341,1.072
807.361,1.078
807.381,1.072
807.401,1.068
807.421,1.098
807.441,1.104
807.461,1.111
807.481,1.105
807.501,1.108
807.521,1.093
807.541,1.073
807.561,1.019
807.581,0.994
807.601,0.962
807.621,0.963
807.641,0.950
807.661,0.927
807.681,0.942
807.701,0.941
807.721,0.956
807.741,0.959
807.761,0.987
807.781,0.999
807.801,1.005
807.821,0.997
807.841,1.014
807.861,1.023
807.881,1.039
807.901,1.022
807.921,1.008
807.941,1.022
807.961,1.035
807.981,1.075
808.001,1.096
808.021,1.097
808.041,1.076
808.061,1.031
808.081,0.978
808.101,0.968
808.121,0.968
808.141,0.958
808.161,0.963
808.181,0.986
808.201,1.013
808.221,1.045
808.241,1.054
808.261,1.059
808.281,1.061
808.301,1.045
808.321,1.026
808.341,1.013
808.361,1.008
808.381,0.994
808.401,0.983
808.421,1.011
808.441,1.014
808.461,1.003
808.481,0.994
808.501,0.987
808.521,0.974
808.541,0.961
808.561,0.965
808.581,0.990
808.601,1.011
808.621,1.008
808.641,1.005
808.661,1.024
808.681,1.045
808.701,1.046
808.721,1.026
808.741,1.028
808.761,1.022
808.781,1.021
808.801,0.991
808.821,0.992
808.841,0.999
808.861,1.000
808.881,1.004
808.901,1.012
808.921,1.032
808.941,1.041
808.961,1.011
808.981,1.021
809.001,1.024
809.021,1.022
809.041,1.018
809.061,1.011
809.081,1.010
809.101,1.028
809.121,1.029
809.141,1.023
809.161,1.021
809.181,1.013
809.201,1.006
809.221,1.004
809.241,0.992
809.261,0.995
809.281,1.006
809.301,1.010
809.321,1.010
809.341,1.022
809.361,1.043
809.381,1.042
809.401,1.020
809.421,1.007
809.441,0.999
809.461,1.007
809.481,1.010
809.501,1.017
809.521,1.018
809.541,0.987
809.561,0.955
809.581,0.948
809.601,0.954
809.621,0.996
809.641,1.001
809.661,1.006
809.681,1.022
809.701,1.032
809.721,1.026
809.741,1.025
809.761,1.007
809.781,1.006
809.801,1.002
809.821,1.025
809.841,1.062
809.861,1.060
809.881,1.063
809.901,1.061
809.921,1.035
809.941,1.019
809.961,1.025
809.981,1.023
810.001,1.000
810.021,0.982
810.041,0.977
810.061,0.982
810.081,0.988
810.101,0.987
810.121,0.991
810.141,0.995
810.161,1.003
810.181,1.018
810.201,1.016
810.221,1.017
810.241,1.028
810.261,1.042
810.281,1.035
810.301,1.028
810.321,1.025
810.341,1.015
810.361,1.018
810.381,1.011
810.401,1.016
810.421,1.010
810.441,1.008
810.461,1.005
810.481,0.996
810.501,0.982
810.521,0.999
810.541,1.010
810.561,1.012
810.581,1.017
810.601,1.024
810.621,1.016
810.641,1.010
810.661,1.026
810.681,1.034
810.701,1.032
810.721,1.012
810.741,0.993
810.761,0.990
810.781,0.996
810.801,0.995
810.821,1.012
810.841,1.014
810.861,1.019
810.881,1.014
810.901,1.011
810.921,1.016
810.941,1.028
810.961,1.043
810.981,1.019
811.001,1.002
811.021,1.004
811.041,0.990
811.061,0.989
811.081,1.022
811.101,1.030
811.121,1.031
811.141,1.020
811.161,1.028
811.181,1.025
811.201,1.014
811.221,1.000
811.241,1.014
811.261,1.015
811.281,1.023
811.301,1.002
811.321,0.998
811.341,1.014
811.361,1.013
811.381,0.999
811.401,1.000
811.421,1.007
811.441,1.004
811.461,1.009
811.481,1.008
811.501,1.019
811.521,1.032
811.541,1.033
811.561,1.035
811.581,1.003
811.601,0.992
811.621,0.973
811.641,0.965
811.661,0.976
811.681,0.994
811.701,1.014
811.721,1.037
811.741,1.049
811.761,1.046
811.781,1.042
811.801,1.024
811.821,1.007
811.841,1.013
811.861,1.013
811.881,1.013
811.901,1.019
811.921,1.014
811.941,1.002
811.961,0.994
811.981,0.995
812.001,0.996
812.021,1.011
812.041,1.021
812.061,1.030
812.081,1.033
812.101,1.016
812.121,1.012
812.141,1.007
812.161,0.993
812.181,0.993
812.201,1.003
812.221,1.027
812.241,1.021
812.261,1.024
812.281,1.025
812.301,1.009
812.321,1.013
812.341,1.010
812.361,1.002
812.381,1.005
812.401,1.013
812.421,1.016
812.441,0.995
812.461,0.997
812.481,1.011
812.501,1.016
812.521,1.010
812.541,1.016
812.561,1.011
812.581,1.018
812.601,1.020
812.621,1.030
812.641,1.019
812.661,1.021
812.681,1.009
812.701,1.005
812.721,1.000
812.741,1.014
812.761,1.011
812.781,1.006
812.801,1.002
812.821,0.999
812.841,1.009
812.861,1.013
812.881,1.004
812.901,1.008
812.921,1.012
812.941,1.028
812.961,1.028
812.981,1.024
813.001,1.023
813.021,1.026
813.041,1.025
813.061,1.005
813.081,0.998
813.101,0.991
813.121,0.988
813.141,0.993
813.161,1.007
813.181,1.008
813.201,1.008
813.221,1.018
813.241,1.022
813.261,1.031
813.281,1.021
813.301,1.013
813.321,1.016
813.341,1.014
813.361,1.008
813.381,1.007
813.401,1.003
813.421,1.001
813.441,1.002
813.461,1.005
813.481,0.998
813.501,1.004
813.521,1.024
813.541,1.021
813.561,1.031
813.581,1.009
813.601,0.974
813.621,0.965
813.641,1.014
813.661,1.045
813.681,1.073
813.701,1.069
813.721,1.077
813.741,1.082
813.761,1.066
813.781,1.045
813.801,1.009
813.821,0.979
813.841,0.953
813.861,0.936
813.881,0.940
813.901,0.943
813.921,0.951
813.941,0.971
813.961,0.986
813.981,1.006
814.001,1.024
814.021,1.042
814.041,1.065
814.061,1.070
814.081,1.046
814.101,1.028
814.121,1.023
814.141,1.032
814.161,1.037
814.181,1.035
814.201,1.030
814.221,1.032
814.241,1.014
814.261,0.976
814.281,0.969
814.301,0.972
814.321,0.974
814.341,0.986
814.361,1.008
814.381,1.019
814.401,1.028
814.421,1.039
814.441,1.042
814.461,1.035
814.481,1.028
814.501,1.015
814.521,1.007
814.541,1.008
814.561,1.011
814.581,1.008
814.601,1.008
814.621,0.999
814.641,0.993
814.661,0.996
814.681,0.991
814.701,0.978
814.721,0.981
814.741,1.002
814.761,1.021
814.781,1.029
814.801,1.028
814.821,1.061
814.841,1.064
814.861,1.054
814.881,1.053
814.901,1.021
814.921,1.002
814.941,0.998
814.961,1.006
814.981,1.022
815.001,1.038
815.021,1.031
815.041,0.996
815.061,0.946
815.081,0.927
815.101,0.935
815.121,0.962
815.141,1.026
815.161,1.062
815.181,1.075
815.201,1.079
815.221,1.056
815.241,1.017
815.261,0.993
815.281,0.988
815.301,0.999
815.321,0.997
815.341,1.003
815.361,1.013
815.381,1.014
815.401,1.019
815.421,1.025
815.441,1.022
815.461,1.009
815.481,0.986
815.501,0.988
815.521,1.016
815.541,1.046
815.561,1.052
815.581,1.033
815.601,1.021
815.621,0.998
815.641,0.972
815.661,0.961
815.681,0.962
815.701,0.991
815.721,1.045
815.741,1.063
815.761,1.039
815.781,1.007
815.801,0.999
815.821,1.004
815.841,1.016
815.861,1.027
815.881,1.023
815.901,1.002
815.921,1.001
815.941,1.011
815.961,1.014
815.981,1.009
816.001,1.002
816.021,0.989
816.041,1.000
816.061,1.022
816.081,1.032
816.101,1.032
816.121,1.027
816.141,1.029
816.161,1.025
816.181,1.015
816.201,1.000
816.221,0.996
816.241,1.001
816.261,1.003
816.281,0.999
816.301,0.990
816.321,0.973
816.341,0.977
816.361,1.015
816.381,1.036
816.401,1.045
816.421,1.052
816.441,1.061
816.461,1.046
816.481,1.021
816.501,1.016
816.521,1.011
816.541,0.999
816.561,1.000
816.581,1.002
816.601,1.015
816.621,1.005
816.641,0.988
816.661,0.980
816.681,0.988
816.701,0.998
816.721,1.000
816.741,1.008
816.761,1.029
816.781,1.045
816.801,1.046
816.821,1.035
816.841,1.014
